1|http://purl.obolibrary.org/obo/PATO_0002017	http://purl.obolibrary.org/obo/PATO_0002016|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001738	http://purl.obolibrary.org/obo/PATO_0000141|0 0 
1|http://purl.obolibrary.org/obo/PATO_0002050	http://purl.obolibrary.org/obo/PATO_0000467|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001402	http://purl.obolibrary.org/obo/PATO_0001397|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001533	http://purl.obolibrary.org/obo/PATO_0000019|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000556	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000084	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12526	http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12507|0 0 
1|http://purl.obolibrary.org/obo/PATO_0002266	http://purl.obolibrary.org/obo/PATO_0000052|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000502	http://purl.obolibrary.org/obo/PATO_0002325|0 0 
1|http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12623	http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12622|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001405	http://purl.obolibrary.org/obo/PATO_0001404|0 0 
1|http://purl.obolibrary.org/obo/PATO_0002032	http://purl.obolibrary.org/obo/PATO_0001294|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001678	http://purl.obolibrary.org/obo/PATO_0001029|0 0 
1|http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12777	http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12776|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000143	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000988	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000599	http://purl.obolibrary.org/obo/PATO_0000921|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001247	http://purl.obolibrary.org/obo/PATO_0000319|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000108	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0002255	http://purl.obolibrary.org/obo/PATO_0000150|0 0 
1|http://purl.obolibrary.org/obo/PATO_0002091	http://purl.obolibrary.org/obo/PATO_0001309|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001958	http://purl.obolibrary.org/obo/PATO_0002305|0 0 
1|http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12760	http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12756|0 0 
